,column #,coefficients,coefficients error
0,1.0,4.42341445121596,1.2544057824066392
1,2.0,2.506694843393129,1.0049714922015325
2,3.0,0.6382075039631747,0.2738675424037631
3,4.0,0.2871976366076465,0.1106190641610538
4,5.0,0.055630945685941846,0.1175281164818431
5,6.0,2.44001705295355,0.23749742629773246
