,column #,coefficients,coefficients error
0,1.0,4.002454353472448,1.441738618878796
1,2.0,2.6288472752882086,1.0007745827053944
2,3.0,0.5690699377208297,0.27137111056562213
3,4.0,0.2820153369491445,0.10906188192542793
4,5.0,0.057264952909494404,0.11584404482455807
5,6.0,2.6977242410016,0.45892068297060024
